Volume_Day_1,Volume_Day_2,Volume_Day_3,Open_Day_1,Open_Day_2,Open_Day_3,High_Day_1,High_Day_2,High_Day_3,Low_Day_1,Low_Day_2,Low_Day_3,Open_Current_Day,Date
34240470.0,31851180.0,36192150.0,96.31,96.4,93.98,96.9,96.5,96.38,95.92,94.55,93.32,96.05,2016-02-25
39461130.0,25804820.0,20299310.0,142.11,139.85,141.26,142.8,141.6,141.58,139.73,139.76,140.61,141.5,2017-03-24
35987630.0,45970470.0,55204920.0,127.74,129.08,130.97,128.57,129.62,132.97,127.35,128.31,130.7,132.85,2015-07-21
46026600.0,35890740.0,31538710.0,102.37,102.39,100.78,103.75,102.83,101.76,101.37,100.96,100.4,101.31,2016-03-09
48032600.0,44811800.0,38866100.0,95.02,96.67,98.84,96.85,98.21,98.89,94.61,96.15,96.09,96.0,2016-02-19
71686210.0,71322520.0,64094970.0,263.75,277.14,277.39,278.09,286.44,281.22,263.0,269.37,271.86,255.94,2020-03-12
28001190.0,34320200.0,45765970.0,285.08,284.73,289.96,285.83,289.67,294.53,278.2,283.89,288.35,286.25,2020-05-01
29264340.0,31203580.0,31627180.0,273.61,275.87,277.2,277.9,281.75,283.01,272.2,274.87,277.0,281.8,2020-04-27
18890250.0,21846400.0,16991610.0,171.58,174.16,173.71,173.0,175.87,175.3,171.38,173.95,173.17,173.21,2019-02-27
28157630.0,20565620.0,52126240.0,160.11,159.51,157.9,160.5,159.77,158.26,158.0,158.44,153.83,155.8,2017-09-21
39494770.0,30280450.0,28802550.0,220.42,221.16,218.93,222.88,221.83,222.99,216.84,217.27,216.76,222.3,2018-10-17
27715140.0,25277680.0,26591850.0,153.58,154.34,153.9,155.45,154.45,155.81,152.89,153.46,153.78,155.02,2017-06-07
28784550.0,26656630.0,41084070.0,222.21,223.64,225.46,224.8,227.27,226.35,220.2,222.25,216.05,214.52,2018-10-11
47597670.0,64398230.0,95497900.0,166.0,160.4,156.86,167.45,162.11,158.16,159.09,155.3,149.63,148.15,2018-12-24
41365600.0,31695870.0,33559770.0,125.03,126.04,125.72,125.76,126.37,127.15,124.32,125.04,125.58,127.74,2015-07-16
17426160.0,19636390.0,15801370.0,185.42,189.5,190.71,188.43,190.68,191.28,185.2,189.3,190.18,188.5,2018-07-11
40613260.0,32644590.0,31384720.0,166.11,166.96,167.41,169.0,168.98,171.66,164.56,165.93,167.28,172.86,2019-02-05
33259460.0,30273990.0,23046560.0,157.5,156.41,154.15,157.88,156.73,155.14,155.98,152.62,151.7,154.11,2019-01-24
44289650.0,32226670.0,39763300.0,218.07,224.8,220.0,223.71,226.42,220.79,217.73,222.86,217.02,217.73,2019-09-16
34790520.0,37781330.0,25817950.0,247.24,249.54,257.33,249.17,255.93,257.85,237.26,249.16,255.38,257.05,2019-11-05
27337220.0,23580780.0,28432570.0,314.18,323.6,321.47,321.55,323.9,327.22,313.85,318.71,321.47,324.19,2020-02-13
38771840.0,27697970.0,38018910.0,102.83,104.19,104.41,104.45,104.55,106.15,102.82,103.68,104.41,106.05,2016-08-02
27953810.0,25737560.0,27413060.0,174.32,174.28,175.69,174.91,175.15,177.75,172.92,172.89,173.97,175.94,2019-03-05
45595680.0,40387960.0,36505420.0,93.0,92.9,93.97,93.05,93.66,94.55,91.5,92.14,93.63,94.44,2016-06-30
22811140.0,23430370.0,29729270.0,219.75,221.0,223.82,222.82,223.75,226.44,219.7,219.76,223.54,224.79,2018-09-28
29385650.0,27393660.0,23451420.0,174.88,175.03,174.87,177.2,175.39,175.42,174.86,174.09,173.25,174.17,2017-12-21
33653020.0,28641180.0,76183460.0,93.33,93.48,92.72,93.57,93.57,92.78,92.11,92.46,89.47,90.0,2016-05-13
27697970.0,38018910.0,33770220.0,104.19,104.41,106.05,104.55,106.15,106.07,103.68,104.41,104.0,104.81,2016-08-03
22986960.0,14277850.0,21550270.0,144.45,144.88,143.69,144.96,145.3,144.79,143.78,143.1,142.72,143.02,2017-07-06
22074760.0,29377630.0,27607370.0,159.32,160.66,161.94,160.21,162.2,162.51,158.75,160.14,160.15,160.52,2017-08-17
44453230.0,85957050.0,72215320.0,167.17,166.0,159.1,168.62,166.8,163.88,166.76,160.1,156.0,154.83,2018-02-06
26160560.0,29976030.0,27049830.0,109.5,109.26,110.86,110.36,111.19,112.43,109.19,109.16,110.6,112.31,2016-12-09
64398230.0,95497900.0,37169230.0,160.4,156.86,148.15,162.11,158.16,151.55,155.3,149.63,146.59,148.3,2018-12-26
23129400.0,17186760.0,22409110.0,188.77,188.23,187.6,188.84,189.65,188.75,186.21,187.65,186.87,187.72,2018-05-30
13909560.0,17618870.0,21673390.0,208.89,207.48,208.46,209.24,209.73,210.64,206.73,207.14,208.44,208.76,2019-07-30
29773430.0,22526310.0,30684390.0,184.28,183.08,186.51,184.99,185.47,191.92,181.14,182.15,185.77,191.81,2019-06-10
27368840.0,25058280.0,40026250.0,102.24,101.91,103.96,102.28,102.91,105.18,101.5,101.78,103.85,104.61,2016-03-16
36529680.0,26544720.0,33031360.0,186.41,186.27,189.91,189.7,191.75,192.47,185.41,186.02,188.84,186.93,2019-05-17
59332210.0,34770480.0,24332120.0,174.0,172.37,173.91,174.26,174.99,175.25,171.12,171.72,173.6,174.66,2017-11-08
22493750.0,23389530.0,24592460.0,206.05,207.28,207.36,207.81,209.78,209.1,204.52,207.2,206.67,207.7,2018-08-13
24592460.0,25864510.0,20679270.0,207.36,207.7,210.16,209.1,210.95,210.56,206.67,207.7,208.26,209.22,2018-08-15
52126240.0,37350060.0,46575410.0,157.9,155.8,152.02,158.26,155.8,152.27,153.83,152.75,150.56,149.99,2017-09-25
46820600.0,66028640.0,31396130.0,117.95,114.31,115.39,118.36,115.7,115.86,117.31,113.31,114.1,113.87,2016-10-28
36505420.0,35783320.0,25982080.0,93.97,94.44,95.49,94.55,95.77,96.47,93.63,94.3,95.33,95.39,2016-07-05
27254850.0,48670440.0,38907940.0,146.76,149.03,153.87,148.98,153.7,154.88,146.76,149.03,153.45,153.63,2017-05-10
26393770.0,26645130.0,42250480.0,107.7,107.9,107.83,108.0,108.3,108.76,106.82,107.51,107.07,107.25,2016-09-08
33090950.0,42621540.0,35217270.0,297.16,307.24,310.6,304.44,310.43,312.67,297.16,306.2,308.25,311.64,2020-01-13
27057550.0,26083030.0,34412090.0,118.9,119.11,118.34,119.3,119.62,120.24,118.21,118.81,118.22,120.0,2017-01-18
20848660.0,16339690.0,33113340.0,174.17,174.68,170.8,176.02,175.42,171.47,174.1,174.5,169.68,170.1,2017-12-27
20222210.0,23446340.0,36362440.0,137.14,137.08,137.89,137.44,137.44,140.15,136.28,136.7,137.6,140.0,2017-03-02
18457720.0,20400770.0,22751390.0,216.6,217.15,219.01,216.9,218.74,220.54,215.11,216.33,218.92,220.15,2018-08-29
62800770.0,49793750.0,58279570.0,110.27,111.79,116.58,113.28,114.21,116.89,109.9,111.76,114.86,115.93,2015-09-15
51861990.0,73230280.0,66300930.0,113.85,112.83,110.17,114.57,113.51,111.54,112.44,107.86,108.73,109.07,2015-10-01
21218410.0,27043580.0,40396070.0,177.95,176.23,175.6,179.23,177.99,177.92,176.67,174.99,170.27,175.44,2019-06-04
24129630.0,59118740.0,57097740.0,110.31,109.88,111.09,111.72,111.32,111.09,109.7,108.05,105.83,107.12,2016-11-11
57977090.0,19419650.0,31434370.0,221.38,218.95,221.03,222.56,219.84,222.49,217.47,217.65,217.19,218.55,2019-09-25
23793830.0,20940020.0,22224400.0,168.99,171.05,170.1,170.66,171.21,171.0,168.42,169.25,169.7,171.39,2019-02-13
42876370.0,40827260.0,34525630.0,114.32,116.04,116.43,116.31,117.65,117.44,114.01,115.5,116.01,116.1,2015-08-19
39824200.0,41464880.0,38116290.0,173.68,167.25,167.81,175.15,170.02,171.75,166.92,165.19,166.9,167.88,2018-04-02
44651420.0,35779520.0,33482970.0,163.89,167.9,169.87,168.07,169.65,169.94,163.72,166.94,165.61,167.64,2017-11-02
22526310.0,30684390.0,26220850.0,183.08,186.51,191.81,185.47,191.92,195.37,182.15,185.77,191.62,194.86,2019-06-11
26639930.0,30912260.0,25184090.0,107.59,106.96,108.58,107.69,109.43,108.7,106.18,106.86,107.18,107.01,2015-12-31
23687350.0,25554290.0,29922650.0,120.0,119.4,120.45,120.5,120.09,120.45,119.71,119.37,119.73,120.0,2017-01-23
52955310.0,46461610.0,45114590.0,107.25,104.64,102.65,107.27,105.72,105.72,105.24,103.13,102.53,107.51,2016-09-13
41626820.0,67678680.0,31096240.0,190.0,178.37,179.73,190.7,181.47,180.27,184.99,175.51,176.55,174.94,2018-11-23
19419650.0,31434370.0,22481010.0,218.95,221.03,218.55,219.84,222.49,221.5,217.65,217.19,217.14,220.0,2019-09-26
26580710.0,18069930.0,16859020.0,191.17,191.35,191.39,192.0,191.97,192.61,189.77,190.21,191.15,192.42,2018-06-13
27684310.0,28510370.0,29663910.0,365.12,367.85,370.0,367.36,370.47,375.78,363.91,363.64,369.87,375.41,2020-07-07
50415610.0,50036510.0,34702230.0,349.31,344.72,333.25,351.06,347.8,345.68,335.48,334.22,332.58,351.46,2020-06-16
32416800.0,30929740.0,23527660.0,180.0,182.25,183.9,182.67,183.3,184.1,179.37,180.92,182.56,184.85,2019-03-15
53075960.0,56111590.0,76562170.0,112.17,112.03,110.15,113.31,114.53,111.88,111.54,112.0,107.36,110.23,2015-09-02
28803760.0,33511990.0,36486560.0,303.22,305.64,308.1,305.17,310.35,317.05,301.97,304.29,307.24,317.83,2020-05-12
41357180.0,28601630.0,24205100.0,351.46,355.15,351.41,353.2,355.4,353.45,344.72,351.09,349.22,354.64,2020-06-19
18083080.0,18383080.0,15228270.0,187.19,188.0,188.38,187.81,189.27,188.88,186.13,186.91,186.78,186.35,2018-05-23
72215320.0,68171940.0,51467440.0,159.1,154.83,163.09,163.88,163.72,163.4,156.0,154.0,159.07,160.29,2018-02-08
32970790.0,44434220.0,37622200.0,110.82,111.29,110.93,112.45,111.52,112.1,110.68,109.56,110.49,111.78,2015-10-16
21080580.0,18647220.0,24833800.0,144.11,144.73,145.87,145.95,145.85,146.18,143.37,144.38,144.82,145.5,2017-07-13
18958570.0,25323890.0,17154540.0,169.71,171.19,171.8,171.44,173.32,172.37,169.49,170.99,170.3,171.58,2019-02-22
23598650.0,21884010.0,16041550.0,171.18,171.04,170.29,171.87,171.39,170.56,170.3,169.64,169.56,170.78,2017-11-21
35951900.0,31048170.0,52411070.0,113.85,114.35,114.42,113.99,114.94,114.79,112.44,114.0,111.55,111.64,2016-09-26
30031410.0,36464530.0,23766360.0,98.92,98.7,99.56,99.3,100.13,100.0,98.5,98.6,99.34,100.0,2016-07-20
20046250.0,22989980.0,33054500.0,132.46,133.08,133.47,132.94,133.82,135.09,132.05,132.75,133.25,135.52,2017-02-15
50565420.0,45635470.0,32234520.0,170.16,165.53,166.87,170.16,167.37,168.44,167.07,164.7,166.5,167.17,2018-02-01
14991570.0,13909560.0,17618870.0,207.67,208.89,207.48,209.15,209.24,209.73,207.17,206.73,207.14,208.46,2019-07-29
41994110.0,49250500.0,44054640.0,250.74,255.6,246.5,255.52,262.49,248.72,249.4,252.0,239.13,240.34,2020-04-02
22342650.0,23589930.0,20523870.0,172.54,173.44,174.35,173.47,175.37,175.61,172.08,173.05,173.93,174.55,2018-01-09
25864510.0,20679270.0,28595230.0,207.7,210.16,209.22,210.95,210.56,210.74,207.7,208.26,208.33,211.75,2018-08-16
23317990.0,24129530.0,25879680.0,96.75,97.17,97.41,97.65,97.7,97.67,96.73,97.12,96.84,97.39,2016-07-14
48155850.0,34380630.0,51314210.0,365.0,360.7,364.41,368.79,365.0,365.32,358.52,357.57,353.02,353.25,2020-06-29
61759000.0,45968040.0,35474680.0,165.0,171.66,170.4,170.09,171.79,171.92,163.33,167.0,169.02,170.49,2018-12-13
23285760.0,34260890.0,19088170.0,170.49,169.2,172.15,171.0,172.89,172.39,168.82,168.79,171.46,172.5,2017-12-13
33690660.0,37378070.0,30953760.0,172.05,172.83,171.8,174.26,174.12,173.95,171.42,171.01,171.71,173.67,2018-02-23
25676720.0,19173780.0,43700570.0,139.41,140.72,141.0,140.75,141.02,141.0,139.03,140.26,139.89,140.4,2017-03-20
26318580.0,36187160.0,35767260.0,220.9,225.07,223.06,224.58,228.22,223.58,220.79,224.2,217.93,218.43,2019-10-03
69032740.0,24677880.0,12119710.0,282.23,280.53,284.69,282.65,284.25,284.89,278.56,280.37,282.92,284.82,2019-12-26
34437040.0,33432810.0,32081110.0,267.78,271.46,277.0,272.56,275.3,280.79,267.32,270.93,276.98,279.57,2019-12-17
42832890.0,69639900.0,123601900.0,122.6,121.5,117.42,122.64,122.57,117.7,120.91,117.52,113.25,112.95,2015-08-05
33420290.0,24432660.0,27453130.0,117.95,118.77,118.74,119.43,119.38,119.93,117.94,118.3,118.6,118.9,2017-01-12
16935220.0,11362050.0,17265520.0,201.41,203.28,203.35,203.13,204.44,205.08,201.36,202.69,202.9,200.81,2019-07-08
69639900.0,123601900.0,99202400.0,121.5,117.42,112.95,122.57,117.7,117.44,117.52,113.25,112.1,115.97,2015-08-06
30521720.0,40653460.0,30480880.0,311.64,316.7,311.85,317.07,317.57,315.5,311.15,312.17,309.55,313.59,2020-01-16
52954070.0,91046560.0,66072170.0,219.05,209.55,204.3,222.36,213.65,204.39,216.81,205.43,198.17,201.92,2018-11-06
24431920.0,26919530.0,21564750.0,210.62,210.88,212.99,212.73,213.35,213.65,210.03,210.32,211.6,213.19,2019-08-22
27074260.0,48696960.0,43177540.0,220.15,223.25,226.51,223.49,228.26,228.87,219.41,222.4,226.0,228.41,2018-09-04
20762360.0,21754600.0,20222210.0,137.38,135.91,137.14,137.48,136.66,137.44,136.3,135.28,136.28,137.08,2017-02-28
32389280.0,32874330.0,28751540.0,217.86,218.06,219.79,219.74,221.26,223.36,213.0,217.43,218.94,215.83,2018-10-23
26932880.0,18253190.0,21674630.0,194.86,193.95,194.7,196.0,195.97,196.79,193.6,193.39,193.6,191.55,2019-06-14
45479260.0,44829060.0,39483400.0,120.79,123.13,121.85,123.49,123.82,122.69,120.7,121.62,120.18,121.11,2015-11-06
25649240.0,27185130.0,31632320.0,187.25,186.12,183.4,188.35,186.15,184.92,184.94,184.7,180.73,182.99,2018-06-26
127246600.0,161882500.0,102731700.0,110.43,94.87,111.11,111.9,108.8,111.11,105.65,92.0,103.5,107.09,2015-08-26
38907940.0,25779060.0,27236290.0,153.87,153.63,152.45,154.88,153.94,154.07,153.45,152.11,152.31,154.7,2017-05-12
21337310.0,23724430.0,26043820.0,116.74,116.8,116.35,117.5,117.4,116.51,116.68,116.78,115.64,115.59,2016-12-23
24143240.0,35709870.0,31130520.0,247.42,248.97,244.76,249.25,249.75,245.3,246.72,242.57,241.21,247.24,2019-10-31
35644510.0,49118510.0,41411350.0,218.01,224.94,223.52,224.3,225.0,228.35,216.56,219.84,222.57,225.75,2018-09-14
65270950.0,36396590.0,33674960.0,170.6,166.84,165.67,171.22,166.92,166.33,165.43,164.09,161.22,162.62,2018-04-25
33490630.0,27368840.0,25058280.0,101.41,102.24,101.91,102.24,102.28,102.91,100.15,101.5,101.78,103.96,2016-03-15
62285770.0,63000140.0,79356010.0,100.32,97.96,96.2,101.19,100.48,97.71,97.3,95.74,95.36,98.41,2016-01-19
29158640.0,46810020.0,64678220.0,116.04,115.19,112.18,116.94,115.39,112.68,115.51,112.85,109.79,111.94,2015-12-15
33829290.0,59029400.0,45179400.0,120.96,116.9,116.37,121.81,118.07,117.42,120.05,116.06,115.21,116.26,2015-11-12
33570380.0,36912040.0,33400950.0,123.38,123.15,122.32,123.91,123.5,122.57,122.55,122.27,121.71,122.6,2015-07-31
23377690.0,26190620.0,21535570.0,187.99,191.64,193.07,190.26,193.42,193.94,187.75,191.35,192.36,193.63,2018-06-06
30386830.0,32970790.0,44434220.0,112.73,110.82,111.29,112.75,112.45,111.52,111.44,110.68,109.56,110.93,2015-10-15
100423300.0,84188210.0,71882770.0,247.18,228.08,236.36,251.83,228.5,247.69,228.0,212.61,234.3,250.75,2020-03-25
60547340.0,46271660.0,36191330.0,193.9,188.39,190.5,194.48,191.97,194.97,185.93,186.9,189.46,190.0,2018-11-19
39281290.0,53812480.0,32503750.0,287.38,284.69,277.95,288.2,286.95,281.68,282.35,276.86,276.85,276.28,2020-04-21
29373050.0,31251870.0,60793260.0,97.82,96.45,96.62,98.41,97.75,96.65,97.03,96.07,95.3,96.0,2016-06-20
38610120.0,54851010.0,96820670.0,114.58,116.53,117.81,116.25,119.99,118.18,114.5,116.53,113.33,112.53,2015-08-12
38763700.0,26339500.0,34908610.0,205.88,201.9,200.4,207.42,205.34,201.68,200.83,201.75,196.66,197.42,2019-05-10
26924630.0,32018540.0,28449940.0,152.88,150.85,150.27,153.7,151.27,153.39,151.51,149.22,150.05,153.08,2019-01-16
68388840.0,47844490.0,56770080.0,93.99,93.97,94.2,94.72,94.08,95.74,92.51,92.4,93.68,95.2,2016-05-04
48846060.0,28157630.0,20565620.0,158.47,160.11,159.51,160.97,160.5,159.77,158.0,158.0,158.44,157.9,2017-09-20
22224400.0,22389660.0,21785180.0,170.1,171.39,169.71,171.0,172.48,171.26,169.7,169.92,169.38,171.25,2019-02-15
37190500.0,45870130.0,46418230.0,95.42,95.0,95.86,96.04,96.84,97.33,94.28,94.08,95.19,96.52,2016-02-05
95584080.0,27581270.0,22811140.0,220.78,216.82,219.75,221.36,221.26,222.82,217.29,216.63,219.7,221.0,2018-09-26
32152870.0,45479260.0,44829060.0,119.87,120.79,123.13,121.36,123.49,123.82,119.61,120.7,121.62,121.85,2015-11-05
27207250.0,34454120.0,27710810.0,313.59,316.27,317.19,315.7,318.74,319.02,312.09,315.0,316.0,318.58,2020-01-22
32063100.0,34275420.0,46301930.0,118.98,117.52,117.64,119.86,118.6,117.69,117.81,116.86,115.08,116.04,2015-12-10
18386470.0,25643090.0,22187880.0,219.96,221.06,222.01,220.82,222.85,223.76,219.12,219.44,220.37,221.38,2019-09-20
27850370.0,35617230.0,41976500.0,164.12,164.0,162.13,165.73,164.33,167.26,163.37,160.63,161.84,166.41,2018-05-01
22409110.0,18503410.0,27468700.0,187.6,187.72,187.22,188.75,188.0,188.23,186.87,186.78,186.14,187.99,2018-06-01
46873670.0,60784920.0,32340620.0,112.11,108.89,107.88,112.3,108.95,108.0,109.73,106.94,106.23,106.64,2016-04-20
35041820.0,35626020.0,23583810.0,116.79,117.88,117.33,117.44,118.17,117.84,115.72,117.13,116.78,118.18,2016-10-18
25668330.0,28865310.0,24185530.0,199.46,199.54,203.12,201.37,203.38,204.15,198.56,198.61,202.52,202.83,2019-04-22
31123000.0,32416800.0,30929740.0,175.49,180.0,182.25,179.12,182.67,183.3,175.35,179.37,180.92,183.9,2019-03-14
33290830.0,34121240.0,37418910.0,228.99,226.23,221.85,229.67,227.35,225.37,225.1,221.3,220.71,220.95,2018-09-10
26339500.0,34908610.0,41208710.0,201.9,200.4,197.42,205.34,201.68,198.85,201.75,196.66,192.77,187.71,2019-05-13
46882840.0,26066130.0,25897340.0,209.43,205.86,207.86,212.05,207.19,208.55,201.0,205.06,203.53,204.1,2019-08-28
20859830.0,17170490.0,25111310.0,150.48,151.5,149.99,151.42,151.74,150.44,149.95,150.19,148.88,150.58,2017-07-24
133059000.0,55622370.0,64332440.0,96.04,93.79,94.79,96.63,94.52,97.34,93.34,92.39,94.35,96.47,2016-02-01
18325720.0,19998050.0,14198660.0,143.91,144.47,143.92,144.9,144.6,144.16,143.87,143.38,143.31,144.09,2017-04-28
36487930.0,38016810.0,52954070.0,211.15,216.88,219.05,215.18,220.45,222.36,209.27,216.62,216.81,209.55,2018-11-02
